Date		Time of day	Germany/Austria/Luxembourg[Euro/MWh]	Denmark 1[Euro/MWh]	Denmark 2[Euro/MWh]	France[Euro/MWh]	Northern Italy[Euro/MWh]	Netherlands[Euro/MWh]	Poland[Euro/MWh]	Sweden 4[Euro/MWh]	Switzerland[Euro/MWh]	Slovenia[Euro/MWh]	Czech Republic[Euro/MWh]	Hungary[Euro/MWh]
09-Jan	2018	12:00 PM	35.99	32.04	32.04	58.02	-	55.9	-	32.04	53.87	35.99	40	40
09-Jan	2018	1:00 PM	39.58	31.8	31.8	55.97	-	59.66	-	31.8	53.3	39.58	39.07	39.07
09-Jan	2018	2:00 PM	40.62	31.47	31.47	49.08	-	55.53	-	31.47	54.44	40.62	41.29	41.29
09-Jan	2018	3:00 PM	40.98	31.4	31.4	45.02	-	52.7	-	31.4	54.57	40.98	43	43
09-Jan	2018	4:00 PM	42.88	32.25	32.25	47.1	-	54.84	-	32.25	54.56	42.88	44.84	44.84
09-Jan	2018	5:00 PM	44.06	32.87	32.87	55.55	-	76.59	-	32.87	54.75	44.06	49.39	49.39
09-Jan	2018	6:00 PM	42.91	32.44	32.44	56.74	-	42.91	-	32.44	53.89	42.91	49.72	49.72
09-Jan	2018	7:00 PM	40.98	31.5	31.5	54.68	-	40.98	-	31.5	52.48	40.98	46.29	46.29
09-Jan	2018	8:00 PM	40.9	30.59	30.59	49.48	-	40.9	-	30.59	50.51	40.9	41.77	41.77
09-Jan	2018	9:00 PM	38	30.15	30.15	42.91	-	42.91	-	30.15	52.01	38	36.84	36.84
09-Jan	2018	10:00 PM	32.6	29.23	29.23	39.36	-	39.36	-	29.23	49.13	32.6	35	35
09-Jan	2018	11:00 PM	30.61	28.56	28.56	39.6	-	39.6	-	28.56	44.04	30.61	28.91	28.91
10-Jan	2018	12:00 AM	30	28.87	28.87	31.26	-	34.4	-	28.87	40.08	30	27.38	27.38
10-Jan	2018	1:00 AM	28.3	28.3	28.3	28.73	-	30	-	28.3	38.3	28.3	25.99	25.99
10-Jan	2018	2:00 AM	27.95	27.95	27.95	28.18	-	28.87	-	27.95	36.37	27.95	25.5	25.5
10-Jan	2018	3:00 AM	26.91	26.91	26.91	24.73	-	28.72	-	27.57	35.55	26.91	25.24	25.24
10-Jan	2018	4:00 AM	26.63	26.63	27.37	19.42	-	31.97	-	28.04	35.76	26.63	26.9	26.9
10-Jan	2018	5:00 AM	30.91	30.91	30.17	30.6	-	31.16	-	30.17	39.46	30.91	30.47	30.47
10-Jan	2018	6:00 AM	34.87	34.87	34.87	34.87	-	34.87	-	33.54	49.51	34.87	40.23	40.23
10-Jan	2018	7:00 AM	45.09	44.01	44.01	45.09	-	45.09	-	44.01	52.15	45.09	50.77	50.77
10-Jan	2018	8:00 AM	49.16	47.98	47.98	49.29	-	49.57	-	47.98	52.02	49.16	51.37	51.37
10-Jan	2018	9:00 AM	48.94	47.98	47.98	49.14	-	49.56	-	47.98	50.81	48.94	49.53	49.53
10-Jan	2018	10:00 AM	48.04	48.04	48.04	48.56	-	49.63	-	48.04	50.6	48.04	48.64	48.64
10-Jan	2018	11:00 AM	47.78	47.78	47.78	50.46	-	56.01	-	47.78	51.53	47.78	48.93	48.93
10-Jan	2018	12:00 PM	47.19	47.09	47.09	47.81	-	49.1	-	47.09	50.75	47.19	48	48
10-Jan	2018	1:00 PM	45.24	44.15	44.15	45.36	-	45.61	-	44.15	49.92	45.24	47.51	47.51
10-Jan	2018	2:00 PM	47.1	45.97	45.97	47.1	-	47.1	-	45.97	49.61	47.1	47.67	47.67
10-Jan	2018	3:00 PM	47.98	46.83	46.83	47.98	-	47.98	-	46.83	50.96	47.98	49.57	49.57
10-Jan	2018	4:00 PM	48.9	48.9	48.9	48.9	-	48.9	-	48.9	52.43	48.9	51.63	51.63
10-Jan	2018	5:00 PM	51.9	51.9	51.9	51.9	-	51.9	-	51.9	55.02	51.9	55.23	55.23
10-Jan	2018	6:00 PM	52.69	52.69	52.69	52.69	-	52.69	-	52.69	55.3	52.69	54.35	54.35
10-Jan	2018	7:00 PM	49.1	49.1	49.1	49.1	-	49.1	-	44.94	52.95	49.1	51.18	51.18
10-Jan	2018	8:00 PM	44	40	40	44	-	44	-	39.72	50.1	44	48.8	48.8
10-Jan	2018	9:00 PM	36.99	35.81	35.81	36.99	-	36.99	-	35.81	44.69	36.99	44.6	44.6
10-Jan	2018	10:00 PM	38.43	33.24	33.24	38.43	-	38.43	-	31.92	44.24	38.43	40.99	40.99
10-Jan	2018	11:00 PM	37.9	33.86	33.86	37.9	-	37.9	-	30.34	40.64	37.9	36.95	36.95
11-Jan	2018	12:00 AM	37.33	31.01	31.01	37.33	-	37.33	-	31.01	41.12	37.33	34.5	34.5
11-Jan	2018	1:00 AM	36.3	30.03	30.03	36.3	-	36.3	-	30.03	39.55	36.3	33.19	33.19
11-Jan	2018	2:00 AM	34.2	29.86	29.86	34.2	-	34.2	-	29.86	38.1	34.2	32.01	32.01
11-Jan	2018	3:00 AM	33	29.97	29.97	33	-	33	-	29.97	37.99	33	30.92	29.3
11-Jan	2018	4:00 AM	33.05	30.95	30.95	33.05	-	33.05	-	30.95	37.61	33.05	31.3	31.3
11-Jan	2018	5:00 AM	37.09	33.24	33.24	37.09	-	37.09	-	33.24	39.88	37.09	34.1	34.1
11-Jan	2018	6:00 AM	41.5	41.5	41.5	41.5	-	41.5	-	39.44	48.78	41.5	43.22	43.22
11-Jan	2018	7:00 AM	53.07	51.37	51.37	53.07	-	53.07	-	51.37	53.58	53.07	52.77	52.77
11-Jan	2018	8:00 AM	57.02	55.65	55.65	57.22	-	57.58	-	55.65	56.4	57.02	56.34	56.34
11-Jan	2018	9:00 AM	55.91	55.11	55.11	59.02	-	59.32	-	55.11	56.48	55.91	55.7	55.7
11-Jan	2018	10:00 AM	55.13	55.13	55.13	57.58	-	61.86	-	55.13	56.47	55.13	55.83	55.83
11-Jan	2018	11:00 AM	55.91	54.57	54.57	57.45	-	60.13	-	54.57	56.05	55.91	55.8	55.8
11-Jan	2018	12:00 PM	54.61	52.86	52.86	54.61	-	54.61	-	52.86	55.26	54.61	54.1	54.1
11-Jan	2018	1:00 PM	54.83	46.87	46.87	54.83	-	54.83	-	46.87	54.29	54.83	53.09	53.09
11-Jan	2018	2:00 PM	54.74	49.91	49.91	54.74	-	54.74	-	49.91	54.01	54.74	52.46	52.46
11-Jan	2018	3:00 PM	54.01	52.28	52.28	54.01	-	54.01	-	52.28	53.36	54.01	53.3	53.3
11-Jan	2018	4:00 PM	54.96	54.81	54.81	54.96	-	54.96	-	54.81	54.6	54.96	54.99	54.99
11-Jan	2018	5:00 PM	57.04	56.38	56.38	57.47	-	58.24	-	56.38	57.44	57.04	58.18	58.18
11-Jan	2018	6:00 PM	57.48	56.1	56.1	57.66	-	57.96	-	56.1	57.44	57.48	58.94	58.94
11-Jan	2018	7:00 PM	54.9	40.35	40.35	54.9	-	54.9	-	40.06	54.68	54.9	55.27	55.27
11-Jan	2018	8:00 PM	50	39.96	39.96	50	-	50	-	35.14	51.09	50	48.66	48.66
11-Jan	2018	9:00 PM	43.13	34.01	34.01	43.13	-	43.13	-	33.14	46.56	43.13	42.27	42.27
11-Jan	2018	10:00 PM	42.4	40.1	40.1	42.4	-	42.4	-	31.05	47.94	42.4	39	39
11-Jan	2018	11:00 PM	37.92	30.06	30.06	37.92	-	37.92	-	30.06	42.29	37.92	35.02	35.02
12-Jan	2018	12:00 AM	33.09	30	30	35.64	-	40.75	-	30	37.09	30.77	35.79	35.79
12-Jan	2018	1:00 AM	33.45	29.42	29.42	34.69	-	36.6	-	29.42	35.15	19.09	34.6	34.6
12-Jan	2018	2:00 AM	34	29.2	29.2	34	-	34	-	29.2	34.71	18.65	33.2	33.2
12-Jan	2018	3:00 AM	33.08	29.18	29.18	33.08	-	33.08	-	29.18	38.13	17.28	32	32
12-Jan	2018	4:00 AM	33.03	29.6	29.6	33.46	-	34.5	-	29.6	37.55	29	32	32
12-Jan	2018	5:00 AM	35.1	31.22	31.22	35.1	-	35.1	-	31.22	38.89	31.1	35.3	35.3
12-Jan	2018	6:00 AM	39.93	33.22	33.22	39.93	-	39.93	-	33.22	46.99	39.93	40.49	40.49
12-Jan	2018	7:00 AM	48.5	44.19	44.19	48.5	-	48.5	-	44.19	52.34	48.5	50.16	50.16
12-Jan	2018	8:00 AM	48.23	47.08	47.08	49.56	-	51.85	-	47.08	53.57	48.23	51.99	51.99
12-Jan	2018	9:00 AM	45.99	44.35	44.35	52.36	-	63	-	44.35	53.55	45.99	51.77	51.77
12-Jan	2018	10:00 AM	45.95	43.57	43.57	52.38	-	63.08	-	43.57	53.28	45.95	51.83	51.83
12-Jan	2018	11:00 AM	46.91	43.44	43.44	52.45	-	61.67	-	43.44	53.05	46.91	51.58	51.58
12-Jan	2018	12:00 PM	48.49	39.58	39.58	52.08	-	59	-	39.58	52.05	48.49	50.29	50.29
12-Jan	2018	1:00 PM	48.45	37.63	37.63	51.03	-	57.08	-	37.63	50.55	48.45	48.53	48.53
12-Jan	2018	2:00 PM	45.96	36.73	36.73	47.14	-	49.9	-	36.73	50.05	45.96	46.5	46.5
12-Jan	2018	3:00 PM	45.92	35.2	35.2	45.92	-	45.92	-	35.2	49.76	45.92	46.14	46.14
12-Jan	2018	4:00 PM	46.5	39.56	44.07	46.5	-	46.5	-	44.07	49.55	46.5	47.3	47.3
12-Jan	2018	5:00 PM	50.52	41.05	45.89	50.52	-	50.52	-	45.89	50.43	50.52	50.33	50.33
12-Jan	2018	6:00 PM	47	38.48	43.53	52.44	-	47	-	43.53	49.98	47	49.13	49.13
12-Jan	2018	7:00 PM	44.91	33.11	33.11	51.99	-	39.9	-	33.11	48.95	44.91	45.53	45.53
12-Jan	2018	8:00 PM	43.01	31.56	31.56	44.17	-	41.04	-	31.56	43.01	43.01	40.32	40.32
12-Jan	2018	9:00 PM	38.79	31.45	31.45	42.19	-	44.8	-	31.45	36.94	38.79	35.5	35.5
12-Jan	2018	10:00 PM	35.02	30.36	30.36	42.57	-	44.9	-	30.36	39.33	35.02	34.97	34.97
12-Jan	2018	11:00 PM	33.24	29.54	29.54	38.04	-	42	-	29.54	39.27	31.1	32.1	32.1
13-Jan	2018	12:00 AM	39.03	30.15	30.15	43.15	-	43.15	-	30.15	39.21	39.03	33.92	33.92
13-Jan	2018	1:00 AM	30.97	29.63	29.63	38.42	-	38.42	-	29.63	37.67	30.97	31.87	31.87
13-Jan	2018	2:00 AM	29.87	29.16	29.16	36.11	-	36.11	-	29.16	37.1	29.87	31.09	31.09
13-Jan	2018	3:00 AM	28.93	28.93	28.93	33.8	-	33.8	-	28.93	35.76	28.93	31.49	31.49
13-Jan	2018	4:00 AM	28.79	28.79	28.79	32.04	-	32.04	-	28.79	35.06	28.79	31	31
13-Jan	2018	5:00 AM	28.98	28.98	28.98	32.55	-	32.55	-	28.98	35.01	28.98	31.43	31.43
13-Jan	2018	6:00 AM	29.35	29.35	29.35	32	-	32	-	29.35	36.96	29.35	31	31
13-Jan	2018	7:00 AM	31.43	30.28	30.28	33.76	-	33.76	-	30.28	37.58	31.43	31.5	31.5
13-Jan	2018	8:00 AM	36.43	30.85	30.85	39.28	-	42.4	-	30.85	38.49	36.43	34.56	34.56
13-Jan	2018	9:00 AM	39.92	31.51	31.51	44.51	-	49	-	31.51	44.78	39.92	38.93	38.93
13-Jan	2018	10:00 AM	39.34	31.81	31.81	45.62	-	51	-	31.81	44.64	39.34	40	40
13-Jan	2018	11:00 AM	40.96	31.89	31.89	44.77	-	47.39	-	31.89	44.11	40.96	39.7	39.7
13-Jan	2018	12:00 PM	41.02	31.88	31.88	44.7	-	47.66	-	31.88	43.68	41.02	39.3	39.3
13-Jan	2018	1:00 PM	38.81	31.85	31.85	39.14	-	39.4	-	31.85	42.1	38.81	37.26	37.26
13-Jan	2018	2:00 PM	32.16	31.39	31.39	34.77	-	37	-	31.39	38.4	32.16	35.17	35.17
13-Jan	2018	3:00 PM	31.88	31.33	31.33	34.68	-	37.4	-	31.33	38.12	31.88	34.77	34.77
13-Jan	2018	4:00 PM	34.86	33.92	33.92	35.88	-	36.9	-	33.92	39.27	34.86	38.99	38.99
13-Jan	2018	5:00 PM	38.9	37.96	37.96	48.56	-	56.98	-	37.96	46.05	38.9	41.81	41.81
13-Jan	2018	6:00 PM	37.62	36.71	36.71	50.57	-	65.91	-	36.71	50.07	37.62	41.56	41.56
13-Jan	2018	7:00 PM	32.86	32.07	32.07	51.02	-	54.9	-	32.07	50.1	32.86	39.14	39.14
13-Jan	2018	8:00 PM	30.59	30.59	30.59	38.64	-	45.1	-	30.59	50.08	30.59	33.8	33.8
13-Jan	2018	9:00 PM	29.8	29.8	29.8	36.15	-	41.2	-	29.8	48	29.8	31	31
13-Jan	2018	10:00 PM	29.34	29.34	29.34	38.59	-	46	-	29.34	46.1	29.34	31.89	31.89
13-Jan	2018	11:00 PM	28.8	28.8	28.8	38	-	38	-	28.8	44.01	28.8	27.98	27.98
14-Jan	2018	12:00 AM	23.25	23.25	23.25	38.1	-	38.1	-	28.9	46.3	23.25	21.5	21.5
14-Jan	2018	1:00 AM	22.82	24.81	24.81	33.83	-	33.83	-	28.44	42.37	22.82	18.65	18.65
14-Jan	2018	2:00 AM	24.01	24.95	24.95	33	-	33	-	28.06	39.41	24.01	16.98	16.98
14-Jan	2018	3:00 AM	22.37	25.99	25.99	30	-	30	-	27.97	37.63	22.37	16.4	16.4
14-Jan	2018	4:00 AM	22.35	25.31	25.31	27.01	-	27.01	-	27.87	36.79	22.35	16.4	16.4
14-Jan	2018	5:00 AM	21.66	26.77	26.77	28.48	-	28.48	-	28.01	37.08	21.66	17.34	17.34
14-Jan	2018	6:00 AM	20.45	28.35	28.35	29.74	-	29.74	-	28.35	36.18	20.45	17.08	17.08
14-Jan	2018	7:00 AM	22.02	28.55	28.55	32.7	-	32.7	-	28.55	36.2	22.02	20.23	20.23
14-Jan	2018	8:00 AM	28.09	28.83	28.83	35.1	-	35.1	-	28.83	37.32	28.09	25.51	25.51
14-Jan	2018	9:00 AM	29.41	29.41	29.41	36.9	-	36.9	-	29.41	37.98	29.41	28.5	28.5
14-Jan	2018	10:00 AM	29.74	29.74	29.74	37.2	-	41.5	-	29.74	37.55	29.74	28.83	28.83
14-Jan	2018	11:00 AM	30.13	30.13	30.13	35.88	-	43.3	-	30.13	38.96	30.13	31.5	31.5
14-Jan	2018	12:00 PM	29.81	29.81	29.81	40.88	-	40.88	-	29.81	39.98	29.81	30.76	30.76
14-Jan	2018	1:00 PM	29.44	29.44	29.44	37.04	-	37.04	-	29.44	37.31	29.44	29.6	29.6
14-Jan	2018	2:00 PM	29.94	29.94	29.94	34.9	-	34.9	-	29.94	34.15	29.94	29.45	29.45
14-Jan	2018	3:00 PM	32.09	31.32	31.32	33.07	-	35	-	31.32	34.92	32.09	30.05	30.05
14-Jan	2018	4:00 PM	34.8	33.27	33.97	34.84	-	34.9	-	33.97	35.95	34.8	33.8	41.58
14-Jan	2018	5:00 PM	37.99	33.98	37.08	37.99	-	37.99	-	37.08	47.15	61	36.79	48.51
14-Jan	2018	6:00 PM	37.22	32.5	36.33	49.27	-	71.15	-	36.33	51.38	60.5	38.11	44.21
14-Jan	2018	7:00 PM	34.72	31.38	33.38	49.79	-	62.23	-	33.38	51.83	58.84	36.65	41.05
14-Jan	2018	8:00 PM	32.65	30.55	30.55	45.14	-	54.56	-	30.55	50.74	58.32	33.42	40.09
14-Jan	2018	9:00 PM	30.42	29.69	29.69	36.57	-	41.6	-	29.69	48.95	53	30.63	33.6
14-Jan	2018	10:00 PM	32.51	29.33	29.33	38.86	-	44.05	-	29.33	47.41	32.51	30.44	32.87
14-Jan	2018	11:00 PM	29.53	28.82	28.82	38.33	-	38.33	-	28.82	43.25	29.53	25.85	25.85
15-Jan	2018	12:00 AM	23.15	23.15	26.9	29.2	-	34	-	26.9	39.09	23.15	21.4	21.4
15-Jan	2018	1:00 AM	24.02	24.02	24.02	31.16	-	33	-	24.61	36.64	24.02	21.5	21.5
15-Jan	2018	2:00 AM	23.1	23.1	23.1	28.26	-	32.4	-	23.1	35.5	23.1	20	20
15-Jan	2018	3:00 AM	20.29	20.29	20.29	23.16	-	28.97	-	20.89	32.27	20.29	19.4	19.4
15-Jan	2018	4:00 AM	22.81	22.81	22.81	24.86	-	28.79	-	27.15	33.17	22.81	20	20
15-Jan	2018	5:00 AM	25.17	25.17	28.74	26.67	-	29.69	-	28.74	36.21	25.17	25.15	25.51
15-Jan	2018	6:00 AM	40.7	33.65	30.08	40.7	-	40.7	-	30.08	49.13	48.36	38	38
15-Jan	2018	7:00 AM	49.91	32.35	32.35	54.19	-	54.9	-	32.35	51.84	54.19	48.72	48.72
15-Jan	2018	8:00 AM	52.73	33.5	33.5	52.87	-	52.5	-	33.5	52.56	61.35	47	47.91
15-Jan	2018	9:00 AM	43.7	32.57	32.57	47.69	-	51.1	-	32.57	52.26	56	43.82	45.31
15-Jan	2018	10:00 AM	32.32	31.54	31.54	49.68	-	54.31	-	31.54	52.37	54.59	42.86	42.86
15-Jan	2018	11:00 AM	30.3	30.3	30.3	49.91	-	49.91	-	30.3	53.02	53.77	41	41
15-Jan	2018	12:00 PM	29.43	29.43	29.43	50.22	-	40.7	-	29.43	52.61	51.65	39.84	39.84
15-Jan	2018	1:00 PM	29.29	29.29	29.29	49.34	-	40.7	-	29.29	52.52	51.4	39	39
15-Jan	2018	2:00 PM	29.42	29.42	29.42	38.35	-	44.9	-	29.42	52.6	53.77	39.19	39.19
15-Jan	2018	3:00 PM	28.08	28.08	29.24	37.47	-	39.74	-	29.24	52.5	56.33	44.42	44.42
15-Jan	2018	4:00 PM	24.1	24.89	29.35	37.08	-	36.6	-	29.35	52.37	61.35	54.74	54.74
15-Jan	2018	5:00 PM	30.01	30.01	30.01	42.92	-	48.37	-	30.01	52.27	65	56	59.11
15-Jan	2018	6:00 PM	28.04	28.04	29.39	53.55	-	40.7	-	29.39	52.24	60	56	56
15-Jan	2018	7:00 PM	18.08	18.08	29.16	52.25	-	40.7	-	29.16	51.9	56.69	50.09	50.09
15-Jan	2018	8:00 PM	13.59	13.59	28.86	45.93	-	43	-	28.86	51.37	54	44.42	44.42
15-Jan	2018	9:00 PM	10.69	10.69	19.18	36.71	-	36.71	-	28.03	50.02	52.65	27.82	27.82
15-Jan	2018	10:00 PM	10.01	10.01	10.01	40.57	-	36.6	-	24.71	48.02	51.6	12.01	12.01
15-Jan	2018	11:00 PM	-1.16	-1.16	-1.16	36.21	-	33.8	-	16.53	43.43	47.27	8	8
16-Jan	2018	12:00 AM	-9.61	-9.61	-9.61	29.81	-	30.1	-	26.14	39.57	44.81	11.96	20.92
16-Jan	2018	1:00 AM	-6.62	-6.62	-6.62	17.1	-	30.3	-	23.78	35	42.65	10.21	10.21
16-Jan	2018	2:00 AM	-2.33	-2.33	-2.33	9.26	-	31.5	-	20.39	33.52	4.89	3.06	3.06
16-Jan	2018	3:00 AM	-4.92	-4.92	-4.92	5.87	-	26.97	-	21.51	33.68	4.89	2	3.01
16-Jan	2018	4:00 AM	-0.08	-0.08	-0.08	8.2	-	28.35	-	23.69	32.51	4.99	4.67	4.67
16-Jan	2018	5:00 AM	10.59	10.59	10.59	16.48	-	28.84	-	27.91	34.84	40	10.84	19.99
16-Jan	2018	6:00 AM	27.72	27.72	29.07	29.09	-	31.2	-	29.07	45.51	32.05	26	38.38
16-Jan	2018	7:00 AM	38.92	38.92	37.57	38.92	-	38.92	-	31.65	51.33	54.38	36.48	53.21
16-Jan	2018	8:00 AM	42.13	42.13	42.13	44.07	-	47.4	-	32.76	52.43	66.01	40.02	58.17
16-Jan	2018	9:00 AM	39.27	35.03	35.03	44.94	-	52.85	-	33	52.18	68	45	57.57
16-Jan	2018	10:00 AM	40.68	32.92	32.92	44.57	-	50	-	32.92	52.55	66	45	57.02
16-Jan	2018	11:00 AM	37.99	32.97	32.97	43.73	-	51.74	-	32.97	52.61	59.15	46	55.2
16-Jan	2018	12:00 PM	37.56	32.89	32.89	40.69	-	45.3	-	32.89	51.97	54.8	47.8	53.47
16-Jan	2018	1:00 PM	36.92	32.9	32.9	40.15	-	44.9	-	32.9	52.01	54.69	50	51.53
16-Jan	2018	2:00 PM	36.06	32.89	32.89	38.63	-	42.4	-	32.89	52.53	58.04	48	49.38
16-Jan	2018	3:00 PM	34.61	33.78	33.78	37.28	-	41.2	-	33.78	52.6	60	47	50.67
16-Jan	2018	4:00 PM	36.94	36.94	36.94	39.39	-	42.96	-	36.94	52.32	58.04	50.5	51.53
16-Jan	2018	5:00 PM	43.21	42.18	42.18	47.07	-	53	-	42.18	51.94	58.04	50	57.57
16-Jan	2018	6:00 PM	45.43	44.34	44.34	48.45	-	53.42	-	44.34	51.62	45.43	47	49.38
16-Jan	2018	7:00 PM	43.45	33.99	33.99	44.34	-	45.02	-	33.99	51.52	43.45	44	47.04
16-Jan	2018	8:00 PM	39.9	34.81	34.81	39.9	-	39.9	-	34.81	50.05	51.58	34.5	41.1
16-Jan	2018	9:00 PM	30.72	30.72	30.72	33.18	-	37.6	-	30.69	49.49	30.72	29	29.23
16-Jan	2018	10:00 PM	30.1	30.1	29.38	33.39	-	38	-	29.38	46.07	30.1	27	27
16-Jan	2018	11:00 PM	24.62	24.62	25.34	30.47	-	35.2	-	27.88	40.9	24.62	18.74	18.74
17-Jan	2018	12:00 AM	22.08	28.14	28.14	24.54	-	29.78	-	28.14	39.01	22.08	18	18
17-Jan	2018	1:00 AM	14.82	27.75	27.75	19.32	-	28.66	-	27.75	36.92	14.82	16.3	16.3
17-Jan	2018	2:00 AM	13.49	27.53	27.53	18.36	-	30.3	-	27.53	31.94	13.49	13.53	13.53
17-Jan	2018	3:00 AM	12.35	27.47	27.47	15.76	-	24.79	-	27.47	28.91	12.35	12.49	12.49
17-Jan	2018	4:00 AM	10.77	27.91	27.91	15.25	-	27.02	-	27.91	28.06	10.77	12.18	12.18
17-Jan	2018	5:00 AM	21.09	27.62	28.09	22.39	-	25.71	-	29.05	36.92	21.09	19.7	19.7
17-Jan	2018	6:00 AM	31.94	31.94	31.47	32.83	-	35	-	31.47	46.7	31.94	31	31
17-Jan	2018	7:00 AM	40	40	40	44.95	-	51.19	-	39.04	50.73	50	44.05	44.53
17-Jan	2018	8:00 AM	44.95	44.95	44.95	47.26	-	50.48	-	44.95	51.06	55	45.11	51.01
17-Jan	2018	9:00 AM	42.49	42.49	42.49	46.39	-	51.44	-	42.49	50.95	52.88	52.85	52.85
17-Jan	2018	10:00 AM	39.88	39.88	39.88	41.9	-	44.55	-	39.88	51.03	52.5	52.77	52.77
17-Jan	2018	11:00 AM	38.99	38.99	38.99	42.96	-	48.44	-	38.99	50.4	51.65	51	52.73
17-Jan	2018	12:00 PM	34.75	34.75	34.75	40.94	-	48.59	-	34.75	49.94	49.8	46	52.75
17-Jan	2018	1:00 PM	32.54	32.54	32.54	40.52	-	44.08	-	32.54	49.95	50	51.27	51.67
17-Jan	2018	2:00 PM	32.31	32.38	32.38	41.29	-	42.18	-	32.38	50.88	51	50.65	50.65
17-Jan	2018	3:00 PM	33.11	33.11	33.11	40.41	-	40.41	-	33.11	51.52	51.65	51	51
17-Jan	2018	4:00 PM	38.04	38.04	38.04	41.76	-	42.24	-	38.04	50.98	53.05	50.44	50.44
17-Jan	2018	5:00 PM	38.9	38.9	38.9	46.01	-	55.43	-	38.9	50.71	59.72	52.96	52.96
17-Jan	2018	6:00 PM	38.44	38.44	38.44	52.22	-	49	-	38.44	51.5	56.53	48	48
17-Jan	2018	7:00 PM	34.26	34.26	34.26	52.23	-	35.8	-	34.26	51.31	55.35	48	51.83
17-Jan	2018	8:00 PM	31.2	31.2	31.2	41.29	-	39.9	-	31.2	50.08	50	35.18	49.61
17-Jan	2018	9:00 PM	22.36	30.57	30.57	39.1	-	44.68	-	30.57	48.88	48.8	26.2	30.04
17-Jan	2018	10:00 PM	19.24	29.92	29.92	40.76	-	37	-	29.92	45.71	45.14	23.8	23.8
17-Jan	2018	11:00 PM	8.91	29.33	29.33	40.94	-	33	-	29.33	42.93	23.99	15	15
18-Jan	2018	12:00 AM	12.66	29.12	29.12	19.68	-	33.7	-	29.12	42.14	12.66	15.5	15.5
18-Jan	2018	1:00 AM	9.29	28.6	28.6	16.52	-	29.54	-	28.6	39.13	9.29	11.74	11.74
18-Jan	2018	2:00 AM	9.73	28.46	28.46	16.35	-	31.96	-	28.46	37.03	9.73	10.32	10.32
18-Jan	2018	3:00 AM	9.33	28.34	28.34	12.58	-	24.95	-	28.34	37.07	9.33	10	10
18-Jan	2018	4:00 AM	9.73	28.75	28.75	7.46	-	11.4	-	28.75	37.09	9.73	11.98	11.98
18-Jan	2018	5:00 AM	14.96	29.92	29.92	14.96	-	14.96	-	29.92	43.55	14.96	16.61	16.61
18-Jan	2018	6:00 AM	30.45	31.2	31.2	34.58	-	42.24	-	31.2	49.74	30.45	29.26	29.26
18-Jan	2018	7:00 AM	42.93	42.93	42.93	43.56	-	44.35	-	42.93	50.51	42.93	40.99	40.99
18-Jan	2018	8:00 AM	42.15	42.15	42.15	45.11	-	47.35	-	42.15	50.7	42.15	44.21	44.21
18-Jan	2018	9:00 AM	42	42	42	47.51	-	52.59	-	42	50.77	42	43.45	43.45
18-Jan	2018	10:00 AM	40.91	40.91	40.91	45.13	-	49.02	-	40.91	50.8	40.91	44	44
18-Jan	2018	11:00 AM	39.34	39.34	39.34	43.98	-	48.69	-	39.34	50.81	39.34	44	44
18-Jan	2018	12:00 PM	37.27	37.41	37.41	38.9	-	40	-	37.41	50.65	37.27	44.65	44.65
18-Jan	2018	1:00 PM	31.55	35.82	35.82	38.69	-	37	-	35.82	50.7	31.55	46	46
18-Jan	2018	2:00 PM	31.51	34.85	34.85	37.57	-	36	-	34.85	50.88	31.51	44	44
18-Jan	2018	3:00 PM	31.54	36.73	36.73	36.13	-	39.58	-	36.73	51.29	31.54	41	41
18-Jan	2018	4:00 PM	32.57	39.36	39.36	38.41	-	45.34	-	39.36	51.06	32.57	44.36	44.36
18-Jan	2018	5:00 PM	39.97	42.15	42.15	49.47	-	60.42	-	42.15	50.84	41.85	49.96	49.96
18-Jan	2018	6:00 PM	42.04	42.04	42.04	52.51	-	64.99	-	42.04	50.92	42.04	43	43.09
18-Jan	2018	7:00 PM	41.49	41.49	41.49	50.09	-	56.7	-	41.49	50.69	41.49	42.01	42.01
18-Jan	2018	8:00 PM	38.93	38.93	38.93	42.31	-	44.9	-	38.93	50.09	38.93	39	39
18-Jan	2018	9:00 PM	34.3	34.3	34.3	37.09	-	41.73	-	34.3	49.5	34.3	34.14	34.14
18-Jan	2018	10:00 PM	32.57	32.57	32.57	38.25	-	49.9	-	32.57	46	32.57	32.94	32.94
18-Jan	2018	11:00 PM	30.45	30.45	30.45	34.81	-	43.76	-	30.45	42.95	30.45	27.8	27.8
19-Jan	2018	12:00 AM	30	30	30	31.24	-	34	-	30	39.12	30	27.92	27.92
19-Jan	2018	1:00 AM	29.97	29.97	29.97	30.25	-	30.97	-	29.97	37.65	29.97	26.46	26.46
19-Jan	2018	2:00 AM	29.49	29.49	29.49	29.49	-	29.49	-	29.49	35.06	29.49	25.74	25.74
19-Jan	2018	3:00 AM	29.56	29.56	29.56	29.56	-	29.56	-	29.56	34.54	29.56	24.99	24.99
19-Jan	2018	4:00 AM	30.02	30.02	30.02	30.02	-	30.02	-	30.02	34.7	30.02	26.5	26.5
19-Jan	2018	5:00 AM	31.76	31.76	31.76	31.76	-	31.76	-	31.76	37.88	31.76	29.38	29.38
19-Jan	2018	6:00 AM	40.02	40.02	39.13	40.02	-	40.02	-	39.13	42.99	40.02	38.82	38.82
