Date		Time of day	Germany/Austria/Luxembourg[Euro/MWh]	Denmark 1[Euro/MWh]	Denmark 2[Euro/MWh]	France[Euro/MWh]	Northern Italy[Euro/MWh]	Netherlands[Euro/MWh]	Poland[Euro/MWh]	Sweden 4[Euro/MWh]	Switzerland[Euro/MWh]	Slovenia[Euro/MWh]	Czech Republic[Euro/MWh]	Hungary[Euro/MWh]
05-Mar	2018	5:00 AM	31.73	31.73	38.68	38.2	-	38.2	-	38.68	51.73	31.73	34.92	34.95
05-Mar	2018	6:00 AM	45.92	45.92	44.82	47	-	47	-	44.82	60.04	45.92	46.34	46.34
05-Mar	2018	7:00 AM	53.94	53.94	53.94	61.74	-	75.47	-	53.94	68.94	67.94	55	63.41
05-Mar	2018	8:00 AM	64.06	64.06	64.06	65.78	-	69.42	-	64.06	71.88	95	58.5	68.68
05-Mar	2018	9:00 AM	62.63	62.63	62.63	68.3	-	79.34	-	62.63	68.93	95	56.71	64.39
05-Mar	2018	10:00 AM	56.02	56.02	56.02	63.69	-	78.61	-	56.02	68.92	91.12	52.68	67.72
05-Mar	2018	11:00 AM	54.98	54.98	54.98	61.66	-	75	-	54.98	68.92	88.03	49.2	61.6
05-Mar	2018	12:00 PM	49.02	49.02	49.02	56.08	-	70.57	-	49.02	65.99	78	47.94	60.96
05-Mar	2018	1:00 PM	48.11	48.11	48.11	55.03	-	68.58	-	48.11	68.08	78	47.5	53
05-Mar	2018	2:00 PM	53.43	53.43	53.43	54.01	-	55.19	-	53.43	64.41	71.65	48.34	50.4
05-Mar	2018	3:00 PM	55.1	53.78	53.78	55.1	-	55.1	-	53.78	65.01	55.1	50.2	51.3
05-Mar	2018	4:00 PM	55.49	54.16	54.16	55.49	-	55.49	-	54.16	64.65	55.49	53.42	53.42
05-Mar	2018	5:00 PM	69.67	69.67	69.67	69.67	-	69.67	-	69.67	62.56	69.67	60.03	60.03
05-Mar	2018	6:00 PM	83.16	83.16	83.16	83.16	-	83.16	-	83.16	68.91	83.16	70.4	70.86
05-Mar	2018	7:00 PM	83.61	81.61	81.61	83.61	-	83.61	-	81.61	67.08	83.61	68	68
05-Mar	2018	8:00 PM	62.48	59.59	59.59	62.48	-	62.48	-	59.59	61.72	62.48	59.98	59.98
05-Mar	2018	9:00 PM	54.96	49.8	49.8	54.96	-	54.96	-	49.8	56.29	54.96	48.9	49.08
05-Mar	2018	10:00 PM	47.04	43.69	43.69	52.01	-	52.01	-	43.69	56.09	47.04	43.3	44.95
05-Mar	2018	11:00 PM	40.4	40.4	40.4	49.08	-	49.08	-	40.4	53.08	40.4	38.27	38.27
06-Mar	2018	12:00 AM	38.96	38.96	38.96	40.25	-	40.25	-	38.96	48.22	38.96	36.99	36.99
06-Mar	2018	1:00 AM	37.96	37.96	37.96	38.1	-	38.1	-	37.96	47.34	37.96	36.1	35.95
06-Mar	2018	2:00 AM	37.39	37.39	37.39	37.39	-	37.39	-	37.39	45.9	37.39	35.41	33.11
06-Mar	2018	3:00 AM	36.61	36.61	36.78	36.61	-	36.61	-	36.78	45.94	36.61	35.5	32.96
06-Mar	2018	4:00 AM	36.91	37.35	37.42	36.91	-	36.91	-	37.42	45.51	36.91	35.6	33.24
06-Mar	2018	5:00 AM	38.76	38.76	39.49	38.76	-	38.76	-	39.49	48.33	38.76	37.37	37.37
06-Mar	2018	6:00 AM	46.5	46.5	45.77	46.5	-	46.5	-	45.77	52.94	46.5	45.75	45.75
06-Mar	2018	7:00 AM	58.26	58.26	58.26	58.26	-	58.26	-	58.26	60.08	58.26	58.1	58.1
06-Mar	2018	8:00 AM	65.19	65.19	65.19	65.19	-	65.19	-	65.19	65.85	65.19	61	61
06-Mar	2018	9:00 AM	65.02	65.02	65.02	65.02	-	65.02	-	65.02	65.06	65.02	59.75	59.75
06-Mar	2018	10:00 AM	63.28	63.28	63.28	63.28	-	63.28	-	63.28	64.69	63.28	55.9	55.9
06-Mar	2018	11:00 AM	55.03	55.03	55.03	55.03	-	55.03	-	55.03	63.75	55.03	54.3	54.3
06-Mar	2018	12:00 PM	52.39	52.39	52.39	52.39	-	52.39	-	52.39	58.74	52.39	50.58	50.58
06-Mar	2018	1:00 PM	50.07	50.07	50.07	50.07	-	50.07	-	50.07	60.42	50.07	48	48
06-Mar	2018	2:00 PM	48.98	48.98	48.98	48.98	-	48.98	-	48.98	62	48.98	46.4	47.4
06-Mar	2018	3:00 PM	48.76	48.76	48.76	48.76	-	48.76	-	48.76	63.87	48.76	47.5	50.59
06-Mar	2018	4:00 PM	49.42	48.24	48.24	49.42	-	49.42	-	48.24	64.9	49.42	45	52.06
06-Mar	2018	5:00 PM	53.99	53.99	53.99	53.99	-	53.99	-	53.99	58.22	53.99	54.3	62.16
06-Mar	2018	6:00 PM	60.7	59.24	59.24	60.7	-	60.7	-	59.24	63.18	60.7	60.8	78.21
06-Mar	2018	7:00 PM	64.63	55.21	55.21	64.63	-	64.63	-	55.21	62.05	64.63	57	70.62
06-Mar	2018	8:00 PM	59.9	45.99	45.99	59.9	-	59.9	-	45.99	58.25	59.9	56.05	56.51
06-Mar	2018	9:00 PM	46.95	43.04	43.04	46.95	-	46.95	-	43.04	53.63	46.95	47.52	52.48
06-Mar	2018	10:00 PM	42.9	40.58	40.58	48	-	48	-	40.58	53.32	42.9	42.25	43.58
06-Mar	2018	11:00 PM	39.55	38.6	38.6	45	-	45	-	38.6	50.46	39.55	37	37
07-Mar	2018	12:00 AM	39.07	38.13	38.13	39.07	-	39.07	-	38.13	46.46	39.07	39.94	39.94
07-Mar	2018	1:00 AM	38.58	37.66	37.66	38.9	-	38.9	-	37.66	43.22	38.58	38.36	38.36
07-Mar	2018	2:00 AM	37.1	37.1	37.1	37.78	-	37.78	-	37.1	42.46	37.1	37.62	37.62
07-Mar	2018	3:00 AM	36.91	36.91	36.91	36.91	-	36.91	-	36.91	42.28	36.91	36.94	36.94
07-Mar	2018	4:00 AM	37.54	37.54	37.54	37.54	-	37.54	-	37.54	42.74	37.54	37.5	37.5
07-Mar	2018	5:00 AM	39.9	39.88	39.88	39.9	-	39.9	-	39.88	46.03	39.9	40.1	40.1
07-Mar	2018	6:00 AM	46.69	45.2	45.2	46.69	-	46.69	-	45.2	52.3	46.69	47.97	47.97
07-Mar	2018	7:00 AM	55.85	54.51	54.51	55.85	-	55.85	-	54.51	59.55	55.85	59.5	59.66
07-Mar	2018	8:00 AM	61.79	60.3	60.3	61.79	-	61.79	-	60.3	64.41	61.79	65.78	68.24
07-Mar	2018	9:00 AM	60	58.56	58.56	60	-	60	-	58.56	62.92	60	63.71	66.54
07-Mar	2018	10:00 AM	56.54	55.18	55.18	56.69	-	57.01	-	55.18	60.73	56.54	60.7	64.52
07-Mar	2018	11:00 AM	56.51	54.78	54.78	56.51	-	56.51	-	54.78	56.6	56.51	56.01	62.2
07-Mar	2018	12:00 PM	51.51	50.27	50.27	51.51	-	51.51	-	50.27	54	51.51	52	54.99
07-Mar	2018	1:00 PM	48.99	47.82	47.82	48.99	-	48.99	-	47.82	54.05	48.99	49.74	52.21
07-Mar	2018	2:00 PM	47.07	46.51	46.51	47.07	-	47.07	-	46.51	57	47.07	48.94	49.96
07-Mar	2018	3:00 PM	47.9	46.75	46.75	47.9	-	47.9	-	46.75	56.34	47.9	48.4	48.49
07-Mar	2018	4:00 PM	48.89	47.72	47.72	48.89	-	48.89	-	47.72	56.3	48.89	50	50.06
07-Mar	2018	5:00 PM	53.7	53.7	53.7	53.7	-	53.7	-	53.7	57.57	53.7	55.54	58.37
07-Mar	2018	6:00 PM	60.95	60.95	60.95	60.95	-	60.95	-	60.95	62.64	60.95	63.62	74.18
07-Mar	2018	7:00 PM	64.34	56.9	56.9	64.34	-	64.34	-	56.9	64.4	64.34	63.99	68.92
07-Mar	2018	8:00 PM	50.29	46.04	46.04	50.29	-	50.29	-	46.04	57.91	50.29	54.22	55.47
07-Mar	2018	9:00 PM	43.66	42.26	42.26	43.66	-	43.66	-	42.26	53.05	43.66	44.49	47.91
07-Mar	2018	10:00 PM	40.77	40.48	39.79	42.85	-	42.85	-	39.79	52.63	40.77	40.5	40.92
07-Mar	2018	11:00 PM	36.6	36.6	37.29	43.08	-	43.08	-	37.29	51.12	36.6	36.5	36.5
08-Mar	2018	12:00 AM	37.37	37.37	37.37	39.94	-	37.6	-	37.37	42.36	37.37	28	28
08-Mar	2018	1:00 AM	35.03	35.03	35.89	37.4	-	37.08	-	35.89	38.81	35.03	29.94	28.84
08-Mar	2018	2:00 AM	35.73	35.73	35.73	35.86	-	35.86	-	35.73	38	35.73	30.87	19.87
08-Mar	2018	3:00 AM	33.29	35.63	35.63	33.29	-	33.29	-	35.63	37.88	33.29	29.74	23.61
08-Mar	2018	4:00 AM	34	36.09	36.09	34	-	34	-	36.09	37.77	34	30.13	29.38
08-Mar	2018	5:00 AM	34.63	35.64	36.97	41.83	-	34.63	-	36.97	43.66	34.63	32.51	32.51
08-Mar	2018	6:00 AM	41.47	41.47	40.54	44.11	-	41.47	-	40.54	52.11	41.47	39.71	39.71
08-Mar	2018	7:00 AM	46.2	46.2	46.2	46.95	-	47.72	-	46.2	54.61	54	45.16	53.01
08-Mar	2018	8:00 AM	46.96	46.96	46.96	52.48	-	61.8	-	46.96	53.62	51.38	45.6	61.59
08-Mar	2018	9:00 AM	44.91	44.91	44.91	54	-	65	-	44.91	53.6	44.91	39.26	53.22
08-Mar	2018	10:00 AM	35.91	42.4	42.4	48.8	-	48	-	42.4	53.09	53.33	35.71	47
08-Mar	2018	11:00 AM	33.67	41.51	41.51	49.44	-	43	-	41.51	50.89	51.8	33.41	42.05
08-Mar	2018	12:00 PM	32.94	40.46	40.89	49.45	-	41.79	-	40.89	48.78	49.45	32.51	40.78
08-Mar	2018	1:00 PM	33.15	40.34	40.34	48.42	-	41.68	-	40.34	48.8	50	32.5	39.94
08-Mar	2018	2:00 PM	33.5	39.51	39.51	47.75	-	39	-	39.51	51.64	53.36	32.98	37.5
08-Mar	2018	3:00 PM	38.27	39.47	39.47	44.28	-	40	-	39.47	55.5	46.49	34.23	37.5
08-Mar	2018	4:00 PM	40.51	40.51	40.51	43.59	-	41.85	-	40.51	55.03	40.51	35.9	44.16
08-Mar	2018	5:00 PM	42.99	42.99	42.99	43.43	-	44.41	-	42.99	55.52	46	41	55.15
08-Mar	2018	6:00 PM	47.66	47.66	47.66	48.21	-	49.23	-	47.66	53.69	75.62	45.42	73.32
08-Mar	2018	7:00 PM	45.3	45.3	44.21	56.84	-	45.67	-	44.21	55.04	75.82	44	72.65
08-Mar	2018	8:00 PM	34.9	37.71	38.8	58.15	-	40.7	-	38.8	54.46	61.9	38.3	51.29
08-Mar	2018	9:00 PM	32.08	37.73	37.73	41.43	-	38	-	37.73	53.62	55	33.1	40
08-Mar	2018	10:00 PM	31.71	36.52	36.52	47.13	-	37.72	-	36.52	52.12	51.82	30.5	33.17
08-Mar	2018	11:00 PM	28.51	35.57	35.57	43.53	-	36.75	-	35.57	50.51	28.51	26.74	26.91
09-Mar	2018	12:00 AM	15.72	35.77	35.77	45.27	-	32.2	-	35.77	47.86	15.72	20.96	20.96
09-Mar	2018	1:00 AM	14.79	35.33	35.33	38.12	-	22.07	-	35.33	42.86	14.79	20	20
09-Mar	2018	2:00 AM	13.7	34.99	34.99	37.21	-	29.5	-	34.99	41.84	13.7	18.25	18.25
09-Mar	2018	3:00 AM	12.76	34.99	34.99	35.65	-	29.8	-	34.99	41.37	12.76	19.5	19.24
09-Mar	2018	4:00 AM	24.37	35.55	35.55	27.29	-	33.3	-	35.55	41.21	24.37	22.99	22.99
09-Mar	2018	5:00 AM	31.02	36.4	36.4	32.22	-	36	-	36.4	44.8	31.02	27.09	27.09
09-Mar	2018	6:00 AM	33.98	38.14	38.14	37.93	-	39.9	-	38.14	52.73	33.98	36.1	36.1
09-Mar	2018	7:00 AM	41.98	41.98	41.98	45.67	-	53.3	-	41.98	54.54	41.98	41.7	46.09
09-Mar	2018	8:00 AM	43.93	43.93	43.93	48.88	-	56.93	-	43.93	54.06	43.93	43.33	47.09
09-Mar	2018	9:00 AM	41.94	41.94	41.94	48.88	-	60.18	-	41.94	54.01	41.94	42.22	43.49
09-Mar	2018	10:00 AM	40.69	40.69	40.69	48.01	-	51.7	-	40.69	54.02	40.69	39.19	41
09-Mar	2018	11:00 AM	39.81	39.81	39.81	46.96	-	54.9	-	39.81	53.27	39.81	37.7	43.07
09-Mar	2018	12:00 PM	37.33	38.51	38.51	47.81	-	39.79	-	38.51	50.15	37.33	36.99	41.19
09-Mar	2018	1:00 PM	39.72	39.72	39.72	42.47	-	47	-	39.72	50.14	39.72	37.2	40.94
09-Mar	2018	2:00 PM	40.38	40.38	40.38	40.88	-	41.71	-	40.38	52.99	40.38	38.59	38.59
09-Mar	2018	3:00 PM	42.19	40.84	40.84	42.19	-	42.19	-	40.84	53.42	42.19	40.78	40.78
09-Mar	2018	4:00 PM	44.46	41.56	41.56	44.46	-	44.46	-	41.56	53.39	44.46	43.6	43.6
09-Mar	2018	5:00 PM	46.54	45.03	45.03	46.46	-	46.52	-	45.03	53.48	46.54	48.94	48.94
09-Mar	2018	6:00 PM	58.6	54.01	54.01	46.29	-	55.8	-	54.01	55.6	58.6	54.95	54.95
09-Mar	2018	7:00 PM	53.12	46.22	46.22	53.12	-	53.12	-	46.22	55.93	53.12	55.6	55.6
09-Mar	2018	8:00 PM	48.88	42.19	47.71	48.88	-	48.88	-	47.71	52.75	48.88	49.5	49.5
09-Mar	2018	9:00 PM	44.21	41.42	41.42	44.21	-	44.21	-	41.42	50.15	44.21	43.5	43.5
09-Mar	2018	10:00 PM	41.08	39.76	39.76	41.08	-	41.08	-	39.76	50.13	41.08	40.95	40.95
09-Mar	2018	11:00 PM	38.66	37.9	37.9	38.66	-	38.66	-	37.9	46.5	38.66	37	37
10-Mar	2018	12:00 AM	33.1	33.1	37.88	33.1	-	33.1	-	37.88	42.16	33.1	31.44	31.44
10-Mar	2018	1:00 AM	31.29	31.29	36.84	31.29	-	31.29	-	36.84	41.06	31.29	28.15	28.15
10-Mar	2018	2:00 AM	30.85	30.85	36.44	30.85	-	30.85	-	36.44	39.6	30.85	27	27
10-Mar	2018	3:00 AM	29.06	36.04	36.04	28.44	-	30	-	36.04	38.87	29.06	25.93	25.93
10-Mar	2018	4:00 AM	30	36.27	36.27	24.86	-	28.94	-	36.27	38.46	30	25.5	25.5
10-Mar	2018	5:00 AM	28.46	36.51	36.51	28.46	-	28.46	-	36.51	38.69	28.46	25.41	25.41
10-Mar	2018	6:00 AM	29.66	36.72	36.72	29.66	-	29.66	-	36.72	41.64	29.66	28	28
10-Mar	2018	7:00 AM	30.74	37.25	37.25	30.74	-	30.74	-	37.25	45.22	30.74	30.5	30.5
10-Mar	2018	8:00 AM	33.96	37.56	37.56	33.96	-	38.8	-	37.56	47.01	33.96	34.62	34.62
10-Mar	2018	9:00 AM	36.01	37.89	37.89	36.01	-	39.14	-	37.89	47.06	36.01	37	37
10-Mar	2018	10:00 AM	37.52	37.66	37.66	37.52	-	37.52	-	37.66	43	37.52	36.5	36.5
10-Mar	2018	11:00 AM	37.39	37.39	37.39	37.39	-	37.39	-	37.39	43.06	37.39	36.5	36.5
10-Mar	2018	12:00 PM	36.6	36.6	37.03	36.6	-	36.6	-	37.03	39.54	36.6	34.98	34.98
10-Mar	2018	1:00 PM	35.64	35.64	36.59	35.64	-	35.64	-	36.59	39.27	35.64	32.9	32.9
10-Mar	2018	2:00 PM	34.01	34.01	36.36	34.01	-	34.01	-	36.36	38.38	34.01	31	31
10-Mar	2018	3:00 PM	34.03	34.03	36.31	33.06	-	35.5	-	36.31	38.37	34.03	31.06	31.06
10-Mar	2018	4:00 PM	36.4	36.4	36.76	31.82	-	37.98	-	36.76	38.58	36.4	32.99	32.99
10-Mar	2018	5:00 PM	38.67	38.67	38.67	34.04	-	39.57	-	38.67	47.01	38.67	36.6	36.71
10-Mar	2018	6:00 PM	42.04	41.3	41.3	42.04	-	42.04	-	41.3	49.71	42.04	41.98	45
10-Mar	2018	7:00 PM	44	41.28	41.28	44	-	44	-	41.28	49.82	44	41.95	43.71
10-Mar	2018	8:00 PM	39.7	39.7	38.43	39.7	-	39.7	-	38.43	48.74	39.7	37.37	37.37
10-Mar	2018	9:00 PM	35.44	35.44	36.71	36.1	-	37.92	-	36.71	46.06	35.44	34.09	34.09
10-Mar	2018	10:00 PM	34.5	34.5	34.5	35.3	-	37.58	-	36.38	46.03	34.5	32.9	32.9
10-Mar	2018	11:00 PM	35.19	35.19	35.19	35.81	-	37.25	-	36.06	41.38	35.19	29	29
11-Mar	2018	12:00 AM	32.26	32.26	32.26	32.26	-	32.26	-	36.38	38.45	32.26	26.05	26.05
11-Mar	2018	1:00 AM	27.14	27.14	27.14	27.14	-	27.14	-	35.94	37.73	27.14	21.33	21.33
11-Mar	2018	2:00 AM	25.65	25.65	25.65	26.67	-	30	-	35.76	36.5	25.65	21	21
11-Mar	2018	3:00 AM	26.2	26.2	26.2	26.2	-	26.2	-	35.78	21.9	26.2	20.24	20.24
11-Mar	2018	4:00 AM	25.06	25.06	25.06	25.06	-	25.06	-	35.69	25.73	25.06	20.93	20.93
11-Mar	2018	5:00 AM	24.92	24.92	24.92	21.76	-	24.19	-	36.02	18.62	24.92	21	21
11-Mar	2018	6:00 AM	25.81	25.81	25.81	21.92	-	32.26	-	36.33	36.1	25.81	21	21
11-Mar	2018	7:00 AM	27.61	27.61	36.13	26.16	-	30	-	36.13	35.06	27.61	22	22
11-Mar	2018	8:00 AM	29.31	29.31	36.34	28.82	-	30.11	-	36.34	24.21	29.31	23.51	23.51
11-Mar	2018	9:00 AM	30.15	30.15	36.54	30.79	-	33	-	36.54	22.96	30.15	24.95	24.95
11-Mar	2018	10:00 AM	28.97	28.97	36.86	30.34	-	35	-	36.86	20.77	28.97	24.37	24.37
11-Mar	2018	11:00 AM	27.1	27.1	36.87	29.04	-	35.7	-	36.87	21.18	27.1	24.54	24.54
11-Mar	2018	12:00 PM	24.15	27.6	36.51	26.05	-	32.4	-	36.51	19.37	24.15	21	21
11-Mar	2018	1:00 PM	20.81	28.91	36.22	20.81	-	30	-	36.22	16.53	20.81	20.23	20.23
11-Mar	2018	2:00 PM	21.69	29.63	35.52	20.15	-	25	-	35.52	14.1	21.69	20.18	20.18
11-Mar	2018	3:00 PM	27.56	35.5	35.5	14.5	-	25	-	35.5	15.36	27.56	21.04	21.04
11-Mar	2018	4:00 PM	31.01	36.02	36.02	10.44	-	27.4	-	36.02	18.98	14.87	22.5	22.5
11-Mar	2018	5:00 PM	31.9	37.02	37.02	21.12	-	31.5	-	37.02	27.81	31.9	27.59	27.59
11-Mar	2018	6:00 PM	35.7	37.49	37.49	35.7	-	35.7	-	37.49	41.04	35.7	33.77	33.77
11-Mar	2018	7:00 PM	38.06	38.06	38.06	40.77	-	49.33	-	38.06	48.75	38.06	34	34
11-Mar	2018	8:00 PM	34.02	34.02	36.9	36.57	-	45.1	-	36.9	47.25	34.02	30.2	30.2
11-Mar	2018	9:00 PM	30.62	30.62	36.06	32.27	-	37.9	-	36.06	46.07	30.62	26.83	26.83
11-Mar	2018	10:00 PM	32.59	32.59	32.59	32.59	-	32.59	-	35.71	43.08	32.59	25.51	25.51
11-Mar	2018	11:00 PM	31.01	31.01	31.01	31.13	-	31.5	-	34.95	39.36	31.01	21	21
12-Mar	2018	12:00 AM	32.1	32.1	32.1	32.1	-	32.1	-	34.31	36	32.1	27.01	27.01
12-Mar	2018	1:00 AM	31.45	31.45	31.45	28.46	-	36	-	33.1	30.04	28.46	26	26
12-Mar	2018	2:00 AM	30.67	30.67	30.67	19.8	-	39.1	-	34.01	29.95	19.8	25.46	25.46
12-Mar	2018	3:00 AM	28.92	28.92	28.92	12	-	38.6	-	35.01	25.4	12	25.3	22.84
12-Mar	2018	4:00 AM	30.39	31.93	31.93	9.56	-	38	-	35.84	25.47	19.34	26	26
12-Mar	2018	5:00 AM	34.14	34.14	38.2	19.04	-	39.1	-	38.2	35.52	30	28.34	28.34
12-Mar	2018	6:00 AM	45.65	45.65	41.59	42.01	-	48.29	-	41.59	40.96	44.69	39.5	39.5
12-Mar	2018	7:00 AM	50.58	50.58	50.58	44.66	-	55.22	-	49.37	48.02	50.58	47.31	47.31
12-Mar	2018	8:00 AM	50.48	50.48	50.48	48.34	-	52.15	-	50.48	48.92	50.48	49	49
12-Mar	2018	9:00 AM	49.99	49.99	49.99	48.05	-	63.39	-	49.99	48.85	49.99	48.96	48.96
12-Mar	2018	10:00 AM	47.91	47.91	47.91	46.02	-	58.2	-	47.91	47.06	47.91	46	46
12-Mar	2018	11:00 AM	46.23	46.23	46.23	44.41	-	54.9	-	46.23	47.07	46.23	44.17	44.17
12-Mar	2018	12:00 PM	45	45	45	45	-	45	-	45	46.29	45	42.4	42.4
12-Mar	2018	1:00 PM	42.48	42.48	42.48	41.5	-	43.53	-	42.48	46.09	42.48	41.1	41.1
12-Mar	2018	2:00 PM	41.65	41.65	41.65	38.38	-	44.17	-	41.65	46.05	41.65	40.7	40.7
12-Mar	2018	3:00 PM	41.67	41.67	41.67	37.24	-	49.13	-	41.67	46.69	41.67	41.1	41.1
12-Mar	2018	4:00 PM	42.49	42.49	42.49	37.61	-	49.14	-	42.49	46.65	42.49	43.35	43.35
12-Mar	2018	5:00 PM	46.96	46.96	46.96	42.23	-	63.2	-	46.96	48.07	46.96	45.1	45.1
12-Mar	2018	6:00 PM	50.24	50.24	50.24	50.24	-	50.24	-	50.24	50.57	50.24	50.7	50.7
12-Mar	2018	7:00 PM	49.94	49.94	49.94	62	-	83.36	-	49.94	50.08	49.94	49.9	49.9
12-Mar	2018	8:00 PM	42.47	42.47	42.24	55.23	-	78.11	-	42.24	48.03	42.47	44.9	44.9
12-Mar	2018	9:00 PM	39.49	39.49	39.71	43.23	-	50	-	39.71	46.02	39.49	38.5	38.5
12-Mar	2018	10:00 PM	37.6	37.6	37.6	41.23	-	48	-	37.6	46.52	37.6	34.1	34.1
12-Mar	2018	11:00 PM	30.77	36.58	36.58	36.81	-	48	-	36.58	42.96	30.77	28.95	28.95
13-Mar	2018	12:00 AM	32.47	37.35	37.35	35.04	-	38.58	-	37.35	42.07	32.47	28.78	28.78
13-Mar	2018	1:00 AM	29.57	36.94	36.94	32.2	-	36.4	-	36.94	41.27	29.57	27.49	27.49
13-Mar	2018	2:00 AM	28.14	35.97	35.97	28.86	-	30	-	35.97	38.48	28.14	26.09	26.09
13-Mar	2018	3:00 AM	26.2	35.62	35.62	26.2	-	26.2	-	35.62	38.46	26.2	25.5	25.5
13-Mar	2018	4:00 AM	27.76	36.79	36.79	27.76	-	27.76	-	36.79	38.44	27.76	26.8	26.8
13-Mar	2018	5:00 AM	33.27	34.54	38.29	33.27	-	33.27	-	38.29	42.95	33.27	29.6	29.6
13-Mar	2018	6:00 AM	40.6	40.6	40.6	41.06	-	41.94	-	40.6	54.96	40.6	37.14	37.14
13-Mar	2018	7:00 AM	46.46	46.46	46.46	51.17	-	59.77	-	46.46	60.05	46.46	45.92	45.92
13-Mar	2018	8:00 AM	46.37	46.37	47.51	54.02	-	67.98	-	47.51	61.19	46.37	47	47
13-Mar	2018	9:00 AM	42.5	42.5	47.07	57.68	-	85.3	-	47.07	60.37	42.5	45.82	45.82
13-Mar	2018	10:00 AM	40.81	40.81	46.95	57.9	-	89.03	-	46.95	60.62	40.81	42.19	42.19
13-Mar	2018	11:00 AM	40.83	40.83	44.59	55	-	80.75	-	44.59	58.61	40.83	41.91	41.91
13-Mar	2018	12:00 PM	41.96	41.96	45.81	52.56	-	71.82	-	45.81	58.98	41.96	42.03	42.03
13-Mar	2018	1:00 PM	40.92	40.92	43.97	50.32	-	67.4	-	43.97	58.03	40.92	41.35	41.35
13-Mar	2018	2:00 PM	40.91	40.91	43.9	48.47	-	62.19	-	43.9	58.02	40.91	40.89	40.89
13-Mar	2018	3:00 PM	42.36	42.36	42.36	44.67	-	54.3	-	42.36	58.03	42.36	41.46	41.46
13-Mar	2018	4:00 PM	41.85	41.85	41.85	46.48	-	65.75	-	41.85	57.48	41.85	43.32	43.32
13-Mar	2018	5:00 PM	46.04	46.04	46.04	48.56	-	54.3	-	46.04	56.46	46.04	47.1	47.1
13-Mar	2018	6:00 PM	50.92	50.92	50.92	55.24	-	73.57	-	50.92	60.65	50.92	52.32	52.42
13-Mar	2018	7:00 PM	51.43	50.19	50.19	71.6	-	157.92	-	50.19	62.03	51.43	50.56	50.56
13-Mar	2018	8:00 PM	44.99	43.91	43.91	66.15	-	102.58	-	43.91	60.68	44.99	43.64	43.64
13-Mar	2018	9:00 PM	43.04	42	42	56.66	-	80	-	42	55.41	43.04	41.26	41.26
13-Mar	2018	10:00 PM	40.76	40.76	39.46	50.43	-	59.9	-	39.46	55	40.76	38.34	38.34
13-Mar	2018	11:00 PM	36.36	36.36	37.66	42.73	-	54.4	-	37.66	53.1	36.36	34.45	34.45
14-Mar	2018	12:00 AM	33.88	33.88	33.88	40.23	-	49.9	-	37.04	41.92	20.91	34.38	34.38
14-Mar	2018	1:00 AM	33.16	36.08	36.08	39.56	-	49.49	-	36.08	37.36	19	33	33
14-Mar	2018	2:00 AM	32.98	36.06	36.06	37.02	-	43.2	-	36.06	34.27	18.56	32.81	32.81
14-Mar	2018	3:00 AM	34.96	36.1	36.1	35.56	-	36.48	-	36.1	32.61	20.33	31.83	31.83
14-Mar	2018	4:00 AM	34	37.12	37.12	34.77	-	35.93	-	37.12	33.81	19	33	33
14-Mar	2018	5:00 AM	35.9	35.9	39.15	39.51	-	45	-	39.15	39.49	23.3	37.55	37.55
14-Mar	2018	6:00 AM	48.52	48.52	45.27	49	-	49.73	-	45.27	50.34	48.52	48.26	48.26
14-Mar	2018	7:00 AM	60.6	60.6	60.6	63.7	-	68.7	-	60.6	60.92	60.6	57.5	57.5
14-Mar	2018	8:00 AM	64.98	64.98	64.98	70.56	-	80	-	64.98	63.01	64.98	58.9	58.9
14-Mar	2018	9:00 AM	61.99	61.99	61.99	65.34	-	71	-	61.99	61.48	61.99	57.9	57.9
14-Mar	2018	10:00 AM	57.98	57.98	57.98	57.98	-	57.98	-	57.98	56.02	57.98	55.1	55.1
14-Mar	2018	11:00 AM	53.83	53.83	53.83	53.83	-	53.83	-	53.83	53.43	53.83	53.7	53.7
14-Mar	2018	12:00 PM	49.58	49.58	49.58	49.58	-	49.58	-	49.58	49.87	49.58	51.78	51.78
14-Mar	2018	1:00 PM	48.45	48.45	48.45	48.45	-	48.45	-	48.45	48.11	48.45	50.18	50.18
14-Mar	2018	2:00 PM	46.99	46.99	46.99	42.93	-	49.82	-	46.99	47.92	46.99	50	50
14-Mar	2018	3:00 PM	47.66	47.66	47.66	44.45	-	49.81	-	47.66	48.94	47.66	51	51
14-Mar	2018	4:00 PM	47.77	47.77	47.77	38.3	-	54.02	-	47.77	49.9	47.77	51	51
14-Mar	2018	5:00 PM	53.63	53.63	53.63	48.41	-	57.12	-	53.63	57.07	53.63	55.97	55.97
14-Mar	2018	6:00 PM	62.81	62.81	62.81	62.81	-	62.81	-	62.81	61.51	62.81	62.92	62.92
14-Mar	2018	7:00 PM	60.94	60.94	60.94	60.94	-	60.94	-	59.48	62.43	60.94	63.5	63.5
14-Mar	2018	8:00 PM	48.86	48.86	47.52	48.86	-	48.86	-	47.52	58.47	48.86	51	51
14-Mar	2018	9:00 PM	39.59	39.59	40.93	41.11	-	47.44	-	40.93	58.37	39.59	43.5	43.5
14-Mar	2018	10:00 PM	34.16	34.16	38.58	36.72	-	47.4	-	38.58	55.39	34.16	38.6	38.6
14-Mar	2018	11:00 PM	29.55	37.74	37.74	30.58	-	35	-	37.74	48.02	29.55	33.92	33.92
